id,full_name,html_url,stargazers_count,created_at,updated_at,primary_language,releases
R_kgDOJx3NCA,langchain4j/langchain4j,https://github.com/langchain4j/langchain4j,8988,2023-06-20T15:30:29Z,2025-09-14T10:53:43Z,Java,51
MDEwOlJlcG9zaXRvcnkyNDYyODkyMw==,navasmdc/MaterialDesignLibrary,https://github.com/navasmdc/MaterialDesignLibrary,8972,2014-09-30T07:37:17Z,2025-09-11T16:01:42Z,Java,3
MDEwOlJlcG9zaXRvcnkyMTg2ODk5ODI=,KunMinX/Jetpack-MVVM-Best-Practice,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice,8951,2019-10-31T05:21:01Z,2025-09-11T01:07:29Z,Java,0
MDEwOlJlcG9zaXRvcnkzMzM5MDUyMw==,Freelander/Android_Data,https://github.com/Freelander/Android_Data,8844,2015-04-04T01:37:44Z,2025-09-12T12:46:32Z,Java,0
MDEwOlJlcG9zaXRvcnkyNDA0MDI3,nathanmarz/storm,https://github.com/nathanmarz/storm,8811,2011-09-17T07:55:13Z,2025-08-31T18:39:48Z,Java,0
MDEwOlJlcG9zaXRvcnkxNjgwNzMz,java-native-access/jna,https://github.com/java-native-access/jna,8801,2011-04-29T13:30:29Z,2025-09-14T12:22:23Z,Java,0
MDEwOlJlcG9zaXRvcnk1MTcyNzMyNQ==,laobie/StatusBarUtil,https://github.com/laobie/StatusBarUtil,8800,2016-02-15T03:06:06Z,2025-09-14T05:59:02Z,Java,0
MDEwOlJlcG9zaXRvcnk5OTQxMjMwOA==,apache/seatunnel,https://github.com/apache/seatunnel,8777,2017-08-05T09:14:47Z,2025-09-14T07:04:35Z,Java,52
MDEwOlJlcG9zaXRvcnk4ODUyNDE0OQ==,Blankj/awesome-java-leetcode,https://github.com/Blankj/awesome-java-leetcode,8715,2017-04-17T15:51:41Z,2025-09-13T13:46:37Z,Java,0
MDEwOlJlcG9zaXRvcnk3MDc4MDAwMg==,flowable/flowable-engine,https://github.com/flowable/flowable-engine,8714,2016-10-13T07:21:43Z,2025-09-13T10:51:20Z,Java,28
MDEwOlJlcG9zaXRvcnkyODc0MDAx,chrisbanes/Android-PullToRefresh,https://github.com/chrisbanes/Android-PullToRefresh,8688,2011-11-29T09:59:56Z,2025-09-12T12:46:14Z,Java,0
MDEwOlJlcG9zaXRvcnkxMjQ5OTI1MQ==,checkstyle/checkstyle,https://github.com/checkstyle/checkstyle,8673,2013-08-31T02:05:05Z,2025-09-14T16:08:02Z,Java,169
MDEwOlJlcG9zaXRvcnk1NDMwODExMw==,ybq/Android-SpinKit,https://github.com/ybq/Android-SpinKit,8665,2016-03-20T08:40:51Z,2025-09-12T12:46:40Z,Java,0
MDEwOlJlcG9zaXRvcnk4MTIyNjIwNg==,karatelabs/karate,https://github.com/karatelabs/karate,8661,2017-02-07T15:59:17Z,2025-09-14T09:11:55Z,Java,54
MDEwOlJlcG9zaXRvcnkxNDA1NDM4ODY=,apache/shenyu,https://github.com/apache/shenyu,8657,2018-07-11T08:17:45Z,2025-09-14T13:45:58Z,Java,13
MDEwOlJlcG9zaXRvcnk0NDA1MDA2Ng==,shwenzhang/AndResGuard,https://github.com/shwenzhang/AndResGuard,8624,2015-10-11T11:48:06Z,2025-09-12T06:22:21Z,Java,4
MDEwOlJlcG9zaXRvcnkzNzA5MDg3NQ==,react-native-image-picker/react-native-image-picker,https://github.com/react-native-image-picker/react-native-image-picker,8589,2015-06-08T20:25:31Z,2025-09-14T11:28:15Z,Java,142
MDEwOlJlcG9zaXRvcnkxNTMyODIxMA==,chrisjenx/Calligraphy,https://github.com/chrisjenx/Calligraphy,8570,2013-12-20T02:35:45Z,2025-09-11T19:42:41Z,Java,4
MDEwOlJlcG9zaXRvcnk3MzkyNzM4Mw==,amitshekhariitbhu/Android-Debug-Database,https://github.com/amitshekhariitbhu/Android-Debug-Database,8562,2016-11-16T14:20:24Z,2025-09-14T10:41:45Z,Java,14
MDEwOlJlcG9zaXRvcnk2NTI0NTg5MA==,airbnb/epoxy,https://github.com/airbnb/epoxy,8559,2016-08-08T23:05:11Z,2025-09-11T19:43:17Z,Java,76
MDEwOlJlcG9zaXRvcnk5NTA0MjE0,facebook/buck,https://github.com/facebook/buck,8558,2013-04-17T18:12:18Z,2025-09-14T17:04:03Z,Java,57
MDEwOlJlcG9zaXRvcnkxMjcyMTI5,dropwizard/dropwizard,https://github.com/dropwizard/dropwizard,8554,2011-01-19T19:52:29Z,2025-09-14T17:34:17Z,Java,188
MDEwOlJlcG9zaXRvcnkxMDYzMTA=,junit-team/junit4,https://github.com/junit-team/junit4,8536,2009-01-13T03:41:26Z,2025-09-12T20:55:37Z,Java,13
MDEwOlJlcG9zaXRvcnkyOTk1NTQ1OA==,frohoff/ysoserial,https://github.com/frohoff/ysoserial,8506,2015-01-28T07:13:55Z,2025-09-12T19:39:57Z,Java,1
MDEwOlJlcG9zaXRvcnkyNjkxMzcyNjU=,google/tsunami-security-scanner,https://github.com/google/tsunami-security-scanner,8463,2020-06-03T16:20:00Z,2025-09-13T11:08:13Z,Java,27
R_kgDOGeXndQ,ZCShou/GoGoGo,https://github.com/ZCShou/GoGoGo,8460,2021-12-03T06:59:39Z,2025-09-14T16:08:05Z,Java,8
MDEwOlJlcG9zaXRvcnk1Mzk5MTE3MQ==,roughike/BottomBar,https://github.com/roughike/BottomBar,8390,2016-03-16T01:31:05Z,2025-09-12T08:00:54Z,Java,4
MDEwOlJlcG9zaXRvcnkyNDY0NjQ1NjU=,PojavLauncherTeam/PojavLauncher,https://github.com/PojavLauncherTeam/PojavLauncher,8382,2020-03-11T03:22:54Z,2025-09-14T16:49:50Z,Java,126
MDEwOlJlcG9zaXRvcnk0OTg1MDcwNA==,hs-web/hsweb-framework,https://github.com/hs-web/hsweb-framework,8382,2016-01-18T03:51:39Z,2025-09-14T04:31:05Z,Java,30
MDEwOlJlcG9zaXRvcnkzNDM1MzUyMTc=,LSPosed/LSPatch,https://github.com/LSPosed/LSPatch,8382,2021-03-01T19:38:36Z,2025-09-14T16:32:18Z,Java,9
MDEwOlJlcG9zaXRvcnk2MDI5NDY4Mg==,DImuthuUpe/AndroidPdfViewer,https://github.com/DImuthuUpe/AndroidPdfViewer,8362,2016-06-02T20:21:21Z,2025-09-14T19:26:45Z,Java,0
MDEwOlJlcG9zaXRvcnkzMzgxNjQ3Mw==,testcontainers/testcontainers-java,https://github.com/testcontainers/testcontainers-java,8321,2015-04-12T12:44:59Z,2025-09-13T20:18:21Z,Java,85
MDEwOlJlcG9zaXRvcnkxNjcyMDQ2MTM=,wildfirechat/im-server,https://github.com/wildfirechat/im-server,8302,2019-01-23T15:21:28Z,2025-09-14T10:38:39Z,Java,108
MDEwOlJlcG9zaXRvcnk1MDkwNDI0NQ==,apache/beam,https://github.com/apache/beam,8297,2016-02-02T08:00:06Z,2025-09-14T12:55:24Z,Java,52
MDEwOlJlcG9zaXRvcnk0MjMwNDc0OQ==,apache/shardingsphere-elasticjob,https://github.com/apache/shardingsphere-elasticjob,8210,2015-09-11T11:28:52Z,2025-09-14T07:48:07Z,Java,30
MDEwOlJlcG9zaXRvcnkxMzQyMTg3OA==,pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,8170,2013-10-08T18:27:11Z,2025-09-14T19:51:47Z,Java,1
MDEwOlJlcG9zaXRvcnk4MzM5ODEwMA==,alibaba/atlas,https://github.com/alibaba/atlas,8150,2017-02-28T06:31:43Z,2025-09-11T19:43:26Z,Java,7
MDEwOlJlcG9zaXRvcnkxNDMxNzU0OTY=,cabaletta/baritone,https://github.com/cabaletta/baritone,8141,2018-08-01T15:34:21Z,2025-09-14T17:07:31Z,Java,85
MDEwOlJlcG9zaXRvcnkxMTk5NzY0MA==,alibaba/otter,https://github.com/alibaba/otter,8126,2013-08-09T09:31:22Z,2025-09-14T10:18:58Z,Java,10
MDEwOlJlcG9zaXRvcnkxMzUzNjM5Mw==,alibaba/transmittable-thread-local,https://github.com/alibaba/transmittable-thread-local,8126,2013-10-13T08:48:33Z,2025-09-14T12:11:17Z,Java,58
MDEwOlJlcG9zaXRvcnkzNzg0NDAwMQ==,HMCL-dev/HMCL,https://github.com/HMCL-dev/HMCL,8122,2015-06-22T08:06:03Z,2025-09-14T15:39:43Z,Java,259
MDEwOlJlcG9zaXRvcnkxODk5MzgxNA==,bytedeco/javacv,https://github.com/bytedeco/javacv,8118,2014-04-21T13:50:26Z,2025-09-14T01:20:24Z,Java,13
MDEwOlJlcG9zaXRvcnkzNDUzMzI4Ng==,florent37/MaterialViewPager,https://github.com/florent37/MaterialViewPager,8114,2015-04-24T17:53:15Z,2025-09-11T08:23:19Z,Java,11
MDEwOlJlcG9zaXRvcnk4MzA1MTMy,guolindev/LitePal,https://github.com/guolindev/LitePal,8102,2013-02-20T03:20:07Z,2025-09-12T16:25:51Z,Java,0
MDEwOlJlcG9zaXRvcnkxNjYyMTY1OQ==,aeron-io/aeron,https://github.com/aeron-io/aeron,8099,2014-02-07T17:16:58Z,2025-09-14T22:51:21Z,Java,126
MDEwOlJlcG9zaXRvcnk4Nzc4MDA5OA==,aritraroy/UltimateAndroidReference,https://github.com/aritraroy/UltimateAndroidReference,8096,2017-04-10T07:28:27Z,2025-09-14T23:09:33Z,Java,0
MDEwOlJlcG9zaXRvcnkxMjM4NDM1Mw==,davemorrissey/subsampling-scale-image-view,https://github.com/davemorrissey/subsampling-scale-image-view,7986,2013-08-26T16:45:25Z,2025-09-11T19:42:40Z,Java,21
MDEwOlJlcG9zaXRvcnk0OTMxNjU5,Netflix/SimianArmy,https://github.com/Netflix/SimianArmy,7985,2012-07-06T22:00:05Z,2025-09-12T16:42:06Z,Java,4
MDEwOlJlcG9zaXRvcnkxNTgyNTY0Nzk=,apache/iceberg,https://github.com/apache/iceberg,7964,2018-11-19T16:26:46Z,2025-09-14T20:06:45Z,Java,31
MDEwOlJlcG9zaXRvcnkxNjA3Nzk5Njk=,junixapp/XPopup,https://github.com/junixapp/XPopup,7963,2018-12-07T06:16:48Z,2025-09-12T16:16:02Z,Java,221
MDEwOlJlcG9zaXRvcnkyNDkzOTA0,apache/tomcat,https://github.com/apache/tomcat,7952,2011-10-01T07:00:19Z,2025-09-14T19:53:56Z,Java,0
MDEwOlJlcG9zaXRvcnkxNDY4MTE2OA==,JakeWharton/hugo,https://github.com/JakeWharton/hugo,7930,2013-11-25T09:16:40Z,2025-09-11T19:42:41Z,Java,0
MDEwOlJlcG9zaXRvcnk1Mzc4MDA=,dropwizard/metrics,https://github.com/dropwizard/metrics,7851,2010-02-26T19:44:42Z,2025-09-09T14:02:32Z,Java,138
MDEwOlJlcG9zaXRvcnk0MTIzMzkyMA==,HannahMitt/HomeMirror,https://github.com/HannahMitt/HomeMirror,7846,2015-08-23T03:20:08Z,2025-09-08T08:28:58Z,Java,0
MDEwOlJlcG9zaXRvcnk0OTgyMDYyNw==,software-mansion/react-native-svg,https://github.com/software-mansion/react-native-svg,7829,2016-01-17T14:29:21Z,2025-09-14T15:26:46Z,Java,124
MDEwOlJlcG9zaXRvcnk2NzE4MjU=,Graylog2/graylog2-server,https://github.com/Graylog2/graylog2-server,7796,2010-05-17T21:27:02Z,2025-09-14T19:11:15Z,Java,0
MDEwOlJlcG9zaXRvcnk0Mjk4NDcyNw==,ChrisRM/material-theme-jetbrains,https://github.com/ChrisRM/material-theme-jetbrains,7792,2015-09-23T07:15:04Z,2025-09-13T18:01:36Z,Java,17
MDEwOlJlcG9zaXRvcnkzOTM4NTYyMQ==,trello-archive/RxLifecycle,https://github.com/trello-archive/RxLifecycle,7692,2015-07-20T13:32:23Z,2025-09-11T19:42:56Z,Java,22
MDEwOlJlcG9zaXRvcnk5NzkzNjkzOA==,goldze/MVVMHabit,https://github.com/goldze/MVVMHabit,7682,2017-07-21T10:38:40Z,2025-09-11T19:43:31Z,Java,3
MDEwOlJlcG9zaXRvcnkxMzUyNzAyODU=,vipshop/vjtools,https://github.com/vipshop/vjtools,7671,2018-05-29T09:07:08Z,2025-09-12T02:11:07Z,Java,9
R_kgDOGjAKDA,krahets/LeetCode-Book,https://github.com/krahets/LeetCode-Book,7668,2021-12-17T14:16:02Z,2025-09-14T19:45:20Z,Java,0
MDEwOlJlcG9zaXRvcnkyNTExNDc1MQ==,lecho/hellocharts-android,https://github.com/lecho/hellocharts-android,7653,2014-10-12T09:12:37Z,2025-09-14T22:55:04Z,Java,14
MDEwOlJlcG9zaXRvcnkxOTE3NDQ5NDI=,Tencent/Shadow,https://github.com/Tencent/Shadow,7639,2019-06-13T10:50:27Z,2025-09-14T14:52:09Z,Java,5
MDEwOlJlcG9zaXRvcnkxMzcwMTM5NTI=,gedoor/MyBookshelf,https://github.com/gedoor/MyBookshelf,7620,2018-06-12T03:48:07Z,2025-09-12T06:04:34Z,Java,165
MDEwOlJlcG9zaXRvcnk0NDEwOTc0NQ==,google/android-classyshark,https://github.com/google/android-classyshark,7589,2015-10-12T13:40:48Z,2025-09-14T04:12:28Z,Java,17
MDEwOlJlcG9zaXRvcnkyNDc2NTkwMjg=,PowerJob/PowerJob,https://github.com/PowerJob/PowerJob,7587,2020-03-16T09:19:55Z,2025-09-14T01:46:44Z,Java,51
MDEwOlJlcG9zaXRvcnkxODg0NTAyNA==,google/closure-compiler,https://github.com/google/closure-compiler,7569,2014-04-16T15:30:36Z,2025-09-11T20:42:04Z,Java,0
MDEwOlJlcG9zaXRvcnk1NTM3MTIx,koush/AndroidAsync,https://github.com/koush/AndroidAsync,7546,2012-08-24T07:27:04Z,2025-09-11T19:42:37Z,Java,0
MDEwOlJlcG9zaXRvcnkyMjYwOTY5MzQ=,jeecgboot/jimureport,https://github.com/jeecgboot/jimureport,7532,2019-12-05T12:25:59Z,2025-09-14T10:08:45Z,Java,29
MDEwOlJlcG9zaXRvcnkyMjEzMjUxMg==,kaushikgopal/RxJava-Android-Samples,https://github.com/kaushikgopal/RxJava-Android-Samples,7526,2014-07-23T05:13:52Z,2025-09-12T15:42:31Z,Java,0
MDEwOlJlcG9zaXRvcnk0MTY2NzM5NA==,kevin-wayne/algs4,https://github.com/kevin-wayne/algs4,7503,2015-08-31T09:28:49Z,2025-09-11T15:29:13Z,Java,0
MDEwOlJlcG9zaXRvcnk0NDcwNDM1,mapstruct/mapstruct,https://github.com/mapstruct/mapstruct,7496,2012-05-28T12:42:42Z,2025-09-13T00:59:23Z,Java,35
MDEwOlJlcG9zaXRvcnkyMzMxNTYyMTA=,yuanguangxin/LeetCode,https://github.com/yuanguangxin/LeetCode,7469,2020-01-11T01:02:02Z,2025-09-12T10:11:57Z,Java,0
MDEwOlJlcG9zaXRvcnkyMDAzNjQx,swagger-api/swagger-core,https://github.com/swagger-api/swagger-core,7453,2011-07-05T23:44:11Z,2025-09-14T09:33:19Z,Java,120
MDEwOlJlcG9zaXRvcnk3NjY3MjIyMw==,enso-org/enso,https://github.com/enso-org/enso,7437,2016-12-16T17:23:37Z,2025-09-14T07:50:48Z,Java,479
MDEwOlJlcG9zaXRvcnkxMTU0MTQ1MTk=,lenve/VBlog,https://github.com/lenve/VBlog,7420,2017-12-26T11:01:55Z,2025-09-11T00:40:31Z,Java,0
R_kgDOK-czqA,gunnarmorling/1brc,https://github.com/gunnarmorling/1brc,7418,2023-12-28T09:13:24Z,2025-09-14T17:42:53Z,Java,0
MDEwOlJlcG9zaXRvcnk2NjE3OTc4Nw==,dyc87112/SpringCloud-Learning,https://github.com/dyc87112/SpringCloud-Learning,7402,2016-08-21T03:39:52Z,2025-09-12T12:46:45Z,Java,0
MDEwOlJlcG9zaXRvcnkyNjk1Njc2Nw==,abel533/Mapper,https://github.com/abel533/Mapper,7371,2014-11-21T11:02:10Z,2025-09-14T10:25:01Z,Java,8
MDEwOlJlcG9zaXRvcnkxNDQyNDI4NA==,leolin310148/ShortcutBadger,https://github.com/leolin310148/ShortcutBadger,7354,2013-11-15T12:51:52Z,2025-09-13T07:27:55Z,Java,0
MDEwOlJlcG9zaXRvcnk5MzczMjcwMg==,Qihoo360/RePlugin,https://github.com/Qihoo360/RePlugin,7339,2017-06-08T09:39:09Z,2025-09-13T17:04:18Z,Java,19
MDEwOlJlcG9zaXRvcnkzMzAxNDAw,MinecraftForge/MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,7301,2012-01-30T01:35:01Z,2025-09-14T17:28:41Z,Java,0
MDEwOlJlcG9zaXRvcnk1Mjc5MDkx,square/dagger,https://github.com/square/dagger,7300,2012-08-02T23:25:32Z,2025-09-11T19:42:37Z,Java,0
MDEwOlJlcG9zaXRvcnkxNTE1NTUzNA==,gocd/gocd,https://github.com/gocd/gocd,7291,2013-12-13T05:26:16Z,2025-09-13T15:44:08Z,Java,86
MDEwOlJlcG9zaXRvcnkxNDA0NjU2Mw==,Bearded-Hen/Android-Bootstrap,https://github.com/Bearded-Hen/Android-Bootstrap,7270,2013-11-01T15:36:17Z,2025-09-12T16:37:26Z,Java,5
MDEwOlJlcG9zaXRvcnkyNTQyMjYzMw==,pedant/sweet-alert-dialog,https://github.com/pedant/sweet-alert-dialog,7251,2014-10-19T09:24:09Z,2025-09-12T12:46:27Z,Java,2
MDEwOlJlcG9zaXRvcnk0MDE1Nzk5NQ==,crazycodeboy/TakePhoto,https://github.com/crazycodeboy/TakePhoto,7243,2015-08-04T02:05:32Z,2025-08-30T18:07:10Z,Java,15
MDEwOlJlcG9zaXRvcnk1MjQ0NDQ1,AntennaPod/AntennaPod,https://github.com/AntennaPod/AntennaPod,7243,2012-07-31T10:25:08Z,2025-09-14T20:35:41Z,Java,62
MDEwOlJlcG9zaXRvcnk5ODU5NjAwMQ==,Exrick/xmall,https://github.com/Exrick/xmall,7232,2017-07-28T01:49:49Z,2025-09-14T13:41:32Z,Java,0
MDEwOlJlcG9zaXRvcnk0MzQ0MzQ5OQ==,geeeeeeeeek/WeChatLuckyMoney,https://github.com/geeeeeeeeek/WeChatLuckyMoney,7223,2015-09-30T16:11:20Z,2025-09-12T02:49:43Z,Java,20
MDEwOlJlcG9zaXRvcnkyOTk0NjQ2NA==,cymcsg/UltimateRecyclerView,https://github.com/cymcsg/UltimateRecyclerView,7203,2015-01-28T02:27:45Z,2025-09-11T19:42:49Z,Java,9
MDEwOlJlcG9zaXRvcnk1NjYzODU3,dependency-check/DependencyCheck,https://github.com/dependency-check/DependencyCheck,7186,2012-09-03T20:43:30Z,2025-09-14T17:23:42Z,Java,85
MDEwOlJlcG9zaXRvcnk0ODE3NTYyMA==,google/agera,https://github.com/google/agera,7166,2015-12-17T13:22:58Z,2025-09-12T08:00:53Z,Java,16
MDEwOlJlcG9zaXRvcnk1Mzc0OTE0,NanoHttpd/nanohttpd,https://github.com/NanoHttpd/nanohttpd,7163,2012-08-10T21:52:42Z,2025-09-11T09:05:56Z,Java,3
MDEwOlJlcG9zaXRvcnkyNDg0MTYyNzM=,didi/KnowStreaming,https://github.com/didi/KnowStreaming,7144,2020-03-19T05:13:51Z,2025-09-10T10:08:17Z,Java,23
MDEwOlJlcG9zaXRvcnkzMDc5NDcyMg==,ogaclejapan/SmartTabLayout,https://github.com/ogaclejapan/SmartTabLayout,7097,2015-02-14T11:25:51Z,2025-09-12T12:46:30Z,Java,0
MDEwOlJlcG9zaXRvcnk4MTQ2NzY3Mw==,Genymobile/gnirehtet,https://github.com/Genymobile/gnirehtet,7081,2017-02-09T16:01:13Z,2025-09-14T00:40:40Z,Java,12
MDEwOlJlcG9zaXRvcnkxNDUxMDYw,JakeWharton/ActionBarSherlock,https://github.com/JakeWharton/ActionBarSherlock,7075,2011-03-07T17:28:54Z,2025-09-12T16:37:32Z,Java,32
MDEwOlJlcG9zaXRvcnk3Mjc2OTU0,Alluxio/alluxio,https://github.com/Alluxio/alluxio,7069,2012-12-21T17:43:46Z,2025-09-14T11:14:10Z,Java,61
MDEwOlJlcG9zaXRvcnkzNzMzMzIxNA==,naman14/Timber,https://github.com/naman14/Timber,7058,2015-06-12T16:43:55Z,2025-09-13T07:33:11Z,Java,5
R_kgDOKIHmkw,AutoMQ/automq,https://github.com/AutoMQ/automq,7048,2023-08-17T07:50:13Z,2025-09-14T20:03:16Z,Java,70
MDEwOlJlcG9zaXRvcnkyMzIwNjI5MA==,google/error-prone,https://github.com/google/error-prone,7037,2014-08-21T23:26:50Z,2025-09-14T05:23:55Z,Java,57
MDEwOlJlcG9zaXRvcnkyMzI4Mjk5MQ==,NLPchina/elasticsearch-sql,https://github.com/NLPchina/elasticsearch-sql,7034,2014-08-24T14:26:31Z,2025-09-09T07:31:45Z,Java,272
MDEwOlJlcG9zaXRvcnkxMzE3MzI3ODI=,h2pl/JavaTutorial,https://github.com/h2pl/JavaTutorial,7029,2018-05-01T15:57:21Z,2025-09-14T18:45:06Z,Java,1
MDEwOlJlcG9zaXRvcnkxMDExNTM5,rest-assured/rest-assured,https://github.com/rest-assured/rest-assured,7024,2010-10-21T08:35:43Z,2025-09-13T12:05:54Z,Java,0
MDEwOlJlcG9zaXRvcnkzMTYxNzQ4,mrniko/netty-socketio,https://github.com/mrniko/netty-socketio,6995,2012-01-12T11:43:49Z,2025-09-12T12:46:14Z,Java,19
MDEwOlJlcG9zaXRvcnkyNTQ0MzA1,wiremock/wiremock,https://github.com/wiremock/wiremock,6979,2011-10-09T20:27:24Z,2025-09-14T12:38:55Z,Java,51
MDEwOlJlcG9zaXRvcnk0MTQ4MjI5Ng==,DroidPluginTeam/DroidPlugin,https://github.com/DroidPluginTeam/DroidPlugin,6962,2015-08-27T11:14:57Z,2025-09-11T16:01:51Z,Java,2
MDEwOlJlcG9zaXRvcnk5OTE4MzkwMg==,alibaba/jvm-sandbox,https://github.com/alibaba/jvm-sandbox,6921,2017-08-03T02:55:31Z,2025-09-13T13:40:35Z,Java,13
MDEwOlJlcG9zaXRvcnkyNzc0ODU4MDA=,exadel-inc/CompreFace,https://github.com/exadel-inc/CompreFace,6881,2020-07-06T08:29:43Z,2025-09-14T21:08:14Z,Java,11
MDEwOlJlcG9zaXRvcnk0MDkwMzI3Ng==,hongyangAndroid/okhttputils,https://github.com/hongyangAndroid/okhttputils,6861,2015-08-17T14:53:29Z,2025-09-12T12:46:35Z,Java,0
MDEwOlJlcG9zaXRvcnk3ODQ5NDczNw==,Meituan-Dianping/walle,https://github.com/Meituan-Dianping/walle,6847,2017-01-10T03:39:25Z,2025-09-11T19:43:24Z,Java,1
MDEwOlJlcG9zaXRvcnkyMDY5MDUwNjU=,macrozheng/springcloud-learning,https://github.com/macrozheng/springcloud-learning,6833,2019-09-07T02:36:16Z,2025-09-13T10:48:56Z,Java,0
MDEwOlJlcG9zaXRvcnk5Mjc0NTQ=,rabbitmq/rabbitmq-tutorials,https://github.com/rabbitmq/rabbitmq-tutorials,6805,2010-09-21T11:41:26Z,2025-09-14T19:55:00Z,Java,0
MDEwOlJlcG9zaXRvcnk0Nzk5Nzc1Mw==,zo0r/react-native-push-notification,https://github.com/zo0r/react-native-push-notification,6788,2015-12-14T19:53:36Z,2025-09-11T09:35:08Z,Java,35
MDEwOlJlcG9zaXRvcnkyOTEwMjM2Nw==,junit-team/junit-framework,https://github.com/junit-team/junit-framework,6786,2015-01-11T19:06:10Z,2025-09-14T12:42:59Z,Java,97
MDEwOlJlcG9zaXRvcnk2NDgxNzEwMg==,smuyyh/BookReader,https://github.com/smuyyh/BookReader,6783,2016-08-03T05:17:27Z,2025-09-14T13:47:38Z,Java,0
MDEwOlJlcG9zaXRvcnkzMDQ2ODEyOTc=,CoderLeixiaoshuai/java-eight-part,https://github.com/CoderLeixiaoshuai/java-eight-part,6782,2020-10-16T16:27:04Z,2025-09-14T07:18:51Z,Java,0
MDEwOlJlcG9zaXRvcnk4OTMyMjg0OA==,Angel-ML/angel,https://github.com/Angel-ML/angel,6775,2017-04-25T05:57:43Z,2025-09-12T16:37:45Z,Java,19
MDEwOlJlcG9zaXRvcnk0OTgwNDI5Mw==,markzhai/AndroidPerformanceMonitor,https://github.com/markzhai/AndroidPerformanceMonitor,6724,2016-01-17T05:23:22Z,2025-09-12T10:23:47Z,Java,0
MDEwOlJlcG9zaXRvcnk4MzUwNjUxMQ==,guardianproject/haven,https://github.com/guardianproject/haven,6723,2017-03-01T03:20:03Z,2025-09-14T21:59:56Z,Java,37
MDEwOlJlcG9zaXRvcnkyNjU1NzkwNTM=,fuzhengwei/itstack-demo-design,https://github.com/fuzhengwei/itstack-demo-design,6714,2020-05-20T13:45:30Z,2025-09-14T14:11:28Z,Java,0
MDEwOlJlcG9zaXRvcnkxNTQzMDkwODM=,getActivity/AndroidProject,https://github.com/getActivity/AndroidProject,6714,2018-10-23T10:30:55Z,2025-09-12T16:25:29Z,Java,17
MDEwOlJlcG9zaXRvcnk0NDY4MTQwMA==,gzu-liyujiang/AndroidPicker,https://github.com/gzu-liyujiang/AndroidPicker,6713,2015-10-21T14:21:16Z,2025-09-13T02:10:32Z,Java,57
MDEwOlJlcG9zaXRvcnk1ODMzNDY4NA==,zouzg/mybatis-generator-gui,https://github.com/zouzg/mybatis-generator-gui,6709,2016-05-08T22:39:39Z,2025-09-13T13:40:07Z,Java,16
R_kgDOJ02wfg,spring-projects/spring-ai,https://github.com/spring-projects/spring-ai,6708,2023-06-27T18:57:29Z,2025-09-14T19:42:19Z,Java,2
MDEwOlJlcG9zaXRvcnk3MzAzNDEyMg==,527515025/springBoot,https://github.com/527515025/springBoot,6701,2016-11-07T02:13:31Z,2025-09-13T12:44:22Z,Java,0
MDEwOlJlcG9zaXRvcnk0NjQ2MTA3MA==,hongyangAndroid/AndroidAutoLayout,https://github.com/hongyangAndroid/AndroidAutoLayout,6673,2015-11-19T02:09:11Z,2025-09-12T07:10:02Z,Java,0
MDEwOlJlcG9zaXRvcnkxNjEyOTYwMzc=,Meituan-Dianping/Leaf,https://github.com/Meituan-Dianping/Leaf,6666,2018-12-11T07:41:35Z,2025-09-13T04:31:54Z,Java,0
MDEwOlJlcG9zaXRvcnkxNDEzNTQ3MA==,apache/storm,https://github.com/apache/storm,6651,2013-11-05T08:00:14Z,2025-09-14T20:40:25Z,Java,5
MDEwOlJlcG9zaXRvcnk5ODQ5OTI4Mw==,Col-E/Recaf,https://github.com/Col-E/Recaf,6645,2017-07-27T06:01:10Z,2025-09-14T08:44:53Z,Java,170
MDEwOlJlcG9zaXRvcnk2NzkxMTY5OA==,yanzhenjie/AndPermission,https://github.com/yanzhenjie/AndPermission,6644,2016-09-11T05:17:34Z,2025-09-14T14:52:07Z,Java,0
MDEwOlJlcG9zaXRvcnkxNDY5NjA5MQ==,raphw/byte-buddy,https://github.com/raphw/byte-buddy,6607,2013-11-25T19:38:03Z,2025-09-13T12:16:09Z,Java,304
R_kgDOGyeqAg,apache/hertzbeat,https://github.com/apache/hertzbeat,6606,2022-02-04T14:48:56Z,2025-09-14T19:58:25Z,Java,6
MDEwOlJlcG9zaXRvcnk1MzMzMDAzMA==,quartz-scheduler/quartz,https://github.com/quartz-scheduler/quartz,6605,2016-03-07T14:05:37Z,2025-09-14T16:51:24Z,Java,5
MDEwOlJlcG9zaXRvcnk3OTM3MjU4Nw==,GrenderG/Toasty,https://github.com/GrenderG/Toasty,6598,2017-01-18T18:52:41Z,2025-09-13T00:38:11Z,Java,19
MDEwOlJlcG9zaXRvcnkzMjg0ODE0MA==,apache/zeppelin,https://github.com/apache/zeppelin,6559,2015-03-25T07:00:06Z,2025-09-14T04:19:11Z,Java,0
MDEwOlJlcG9zaXRvcnk1OTI1NTYw,JesusFreke/smali,https://github.com/JesusFreke/smali,6536,2012-09-23T19:51:16Z,2025-09-14T04:04:16Z,Java,0
