id,full_name,html_url,stargazers_count,created_at,updated_at,primary_language,releases
MDEwOlJlcG9zaXRvcnkxNjAwNTQxMA==,hdodenhof/CircleImageView,https://github.com/hdodenhof/CircleImageView,14535,2014-01-17T16:44:46Z,2025-09-13T14:10:15Z,Java,0
MDEwOlJlcG9zaXRvcnk4ODk3MDU2NA==,Tencent/QMUI_Android,https://github.com/Tencent/QMUI_Android,14513,2017-04-21T10:03:18Z,2025-09-13T17:31:25Z,Java,35
MDEwOlJlcG9zaXRvcnkyMzE5MjE4MDk=,supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,14512,2020-01-05T13:30:52Z,2025-09-14T19:12:47Z,Java,91
MDEwOlJlcG9zaXRvcnk3NjQxMzE4Ng==,alibaba/ARouter,https://github.com/alibaba/ARouter,14491,2016-12-14T01:27:49Z,2025-09-12T12:46:51Z,Java,16
MDEwOlJlcG9zaXRvcnk5MTkxNjE=,arduino/Arduino,https://github.com/arduino/Arduino,14422,2010-09-17T19:10:36Z,2025-09-13T03:57:42Z,Java,37
MDEwOlJlcG9zaXRvcnk5OTkxOTMwMg==,apache/doris,https://github.com/apache/doris,14265,2017-08-10T12:13:30Z,2025-09-14T20:08:08Z,Java,74
MDEwOlJlcG9zaXRvcnkxNTYzMTcxNTQ=,theonedev/onedev,https://github.com/theonedev/onedev,14252,2018-11-06T02:57:01Z,2025-09-14T18:42:10Z,Java,430
MDEwOlJlcG9zaXRvcnkxNDczNDg3Ng==,deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j,14098,2013-11-27T02:03:28Z,2025-09-14T13:54:27Z,Java,0
MDEwOlJlcG9zaXRvcnkzNjgxNzU2NQ==,zaproxy/zaproxy,https://github.com/zaproxy/zaproxy,14090,2015-06-03T16:55:01Z,2025-09-14T22:47:47Z,Java,20
MDEwOlJlcG9zaXRvcnkxMTg0OTc4NDE=,GoogleContainerTools/jib,https://github.com/GoogleContainerTools/jib,14017,2018-01-22T18:30:43Z,2025-09-14T00:02:53Z,Java,168
MDEwOlJlcG9zaXRvcnk4NzU5MTMz,Netflix/zuul,https://github.com/Netflix/zuul,13888,2013-03-13T18:53:57Z,2025-09-14T11:51:39Z,Java,28
MDEwOlJlcG9zaXRvcnkzMjYxMDMzNg==,orhanobut/logger,https://github.com/orhanobut/logger,13887,2015-03-20T22:30:12Z,2025-09-12T22:58:06Z,Java,16
MDEwOlJlcG9zaXRvcnkxNzMzMzU3MDY=,apache/dolphinscheduler,https://github.com/apache/dolphinscheduler,13828,2019-03-01T16:39:25Z,2025-09-14T10:14:11Z,Java,53
MDEwOlJlcG9zaXRvcnk2MzU4MTg4,apache/druid,https://github.com/apache/druid,13825,2012-10-23T19:08:07Z,2025-09-14T08:02:04Z,Java,68
MDEwOlJlcG9zaXRvcnk2Nzc3ODAzMQ==,seaswalker/spring-analysis,https://github.com/seaswalker/spring-analysis,13728,2016-09-09T07:46:32Z,2025-09-12T10:17:43Z,Java,0
MDEwOlJlcG9zaXRvcnkyNTQ1OTQwMA==,pinpoint-apm/pinpoint,https://github.com/pinpoint-apm/pinpoint,13710,2014-10-20T09:27:22Z,2025-09-14T15:24:54Z,Java,61
MDEwOlJlcG9zaXRvcnk0Njg0NDk1OA==,DuGuQiuBai/Java,https://github.com/DuGuQiuBai/Java,13702,2015-11-25T07:30:08Z,2025-09-14T17:12:52Z,Java,0
MDEwOlJlcG9zaXRvcnkzMzA4Mjg2OA==,sqshq/piggymetrics,https://github.com/sqshq/piggymetrics,13696,2015-03-29T17:56:31Z,2025-09-14T13:40:24Z,Java,2
MDEwOlJlcG9zaXRvcnkxNDUwOTgxNDY=,JessYanCoding/AndroidAutoSize,https://github.com/JessYanCoding/AndroidAutoSize,13692,2018-08-17T09:04:19Z,2025-09-13T05:34:52Z,Java,14
MDEwOlJlcG9zaXRvcnk2NDA1NDQ3OA==,Curzibn/Luban,https://github.com/Curzibn/Luban,13674,2016-07-24T07:43:21Z,2025-09-12T02:07:31Z,Java,6
MDEwOlJlcG9zaXRvcnkzMTg2NTE3Ng==,lgvalle/Material-Animations,https://github.com/lgvalle/Material-Animations,13652,2015-03-08T20:54:00Z,2025-09-14T17:42:54Z,Java,0
MDEwOlJlcG9zaXRvcnkxNjQ0NjA5OQ==,cryptomator/cryptomator,https://github.com/cryptomator/cryptomator,13616,2014-02-02T00:43:47Z,2025-09-14T22:59:10Z,Java,193
MDEwOlJlcG9zaXRvcnk4NzUzNjA0Ng==,janishar/mit-deep-learning-book-pdf,https://github.com/janishar/mit-deep-learning-book-pdf,13587,2017-04-07T10:46:50Z,2025-09-14T10:14:20Z,Java,3
MDEwOlJlcG9zaXRvcnkxMTk4MTE0NA==,languagetool-org/languagetool,https://github.com/languagetool-org/languagetool,13569,2013-08-08T16:37:22Z,2025-09-14T19:07:14Z,Java,0
MDEwOlJlcG9zaXRvcnkyMDU3MDIxNA==,tink-crypto/tink,https://github.com/tink-crypto/tink,13554,2014-06-06T16:21:09Z,2025-09-14T16:14:16Z,Java,21
MDEwOlJlcG9zaXRvcnk3Nzk5MzU3OA==,LuckSiege/PictureSelector,https://github.com/LuckSiege/PictureSelector,13545,2017-01-04T07:47:39Z,2025-09-14T16:50:05Z,Java,116
MDEwOlJlcG9zaXRvcnkyODU1MDg3Mg==,Bigkoo/Android-PickerView,https://github.com/Bigkoo/Android-PickerView,13480,2014-12-28T01:46:38Z,2025-09-12T12:46:29Z,Java,0
MDEwOlJlcG9zaXRvcnkxMTM5ODMyODk=,kekingcn/kkFileView,https://github.com/kekingcn/kkFileView,13310,2017-12-12T11:41:08Z,2025-09-14T07:10:03Z,Java,16
MDEwOlJlcG9zaXRvcnkyMjE4NjI=,projectlombok/lombok,https://github.com/projectlombok/lombok,13270,2009-06-08T19:46:41Z,2025-09-13T14:31:21Z,Java,0
MDEwOlJlcG9zaXRvcnkxODEwMTI0MDY=,macrozheng/mall-learning,https://github.com/macrozheng/mall-learning,13252,2019-04-12T13:20:31Z,2025-09-14T16:17:17Z,Java,0
MDEwOlJlcG9zaXRvcnk1NjgyOTU4Mg==,youth5201314/banner,https://github.com/youth5201314/banner,13036,2016-04-22T05:50:25Z,2025-09-13T00:37:45Z,Java,0
R_kgDOKkt3yw,ashishps1/awesome-leetcode-resources,https://github.com/ashishps1/awesome-leetcode-resources,12951,2023-10-25T01:48:19Z,2025-09-14T21:21:42Z,Java,0
MDEwOlJlcG9zaXRvcnkzMjMxMzM4Mw==,pxb1988/dex2jar,https://github.com/pxb1988/dex2jar,12903,2015-03-16T09:13:07Z,2025-09-13T17:49:42Z,Java,8
MDEwOlJlcG9zaXRvcnk3NTg4MjE3Mg==,Netflix/conductor,https://github.com/Netflix/conductor,12776,2016-12-07T22:48:42Z,2025-09-14T19:26:30Z,Java,319
MDEwOlJlcG9zaXRvcnkyOTcwMzg3MQ==,facebook/stetho,https://github.com/facebook/stetho,12708,2015-01-22T22:34:10Z,2025-09-11T19:42:49Z,Java,13
MDEwOlJlcG9zaXRvcnkyMjI1NDg1Ng==,codecentric/spring-boot-admin,https://github.com/codecentric/spring-boot-admin,12686,2014-07-25T11:39:13Z,2025-09-14T16:14:35Z,Java,137
MDEwOlJlcG9zaXRvcnkyMDI3NTU0NQ==,google/guice,https://github.com/google/guice,12675,2014-05-28T23:18:53Z,2025-09-14T01:53:20Z,Java,19
MDEwOlJlcG9zaXRvcnkxMjA0NjM1MzI=,alibaba/COLA,https://github.com/alibaba/COLA,12651,2018-02-06T13:46:27Z,2025-09-13T06:14:55Z,Java,11
MDEwOlJlcG9zaXRvcnkyNjI2NzUx,greenrobot/greenDAO,https://github.com/greenrobot/greenDAO,12627,2011-10-22T16:15:14Z,2025-09-11T19:42:35Z,Java,8
MDEwOlJlcG9zaXRvcnk1MTk4MDQx,Netflix/eureka,https://github.com/Netflix/eureka,12623,2012-07-26T22:23:07Z,2025-09-14T00:35:59Z,Java,151
MDEwOlJlcG9zaXRvcnkyMjM4ODE1NzY=,macrozheng/mall-swarm,https://github.com/macrozheng/mall-swarm,12602,2019-11-25T06:55:31Z,2025-09-13T10:21:59Z,Java,3
MDEwOlJlcG9zaXRvcnkxNjA5OTk=,apache/zookeeper,https://github.com/apache/zookeeper,12597,2009-03-27T15:41:56Z,2025-09-14T12:35:10Z,Java,0
MDEwOlJlcG9zaXRvcnk4ODExMTk5MA==,zhihu/Matisse,https://github.com/zhihu/Matisse,12566,2017-04-13T01:31:05Z,2025-09-12T12:46:56Z,Java,15
MDEwOlJlcG9zaXRvcnkyMTExMzM0OQ==,daimajia/AndroidViewAnimations,https://github.com/daimajia/AndroidViewAnimations,12471,2014-06-23T03:53:13Z,2025-09-11T01:14:53Z,Java,9
MDEwOlJlcG9zaXRvcnkyMzc4Njc4ODM=,metersphere/metersphere,https://github.com/metersphere/metersphere,12459,2020-02-03T02:06:12Z,2025-09-14T05:36:18Z,Java,179
MDEwOlJlcG9zaXRvcnkyMzMwMTQ2OA==,daimajia/AndroidSwipeLayout,https://github.com/daimajia/AndroidSwipeLayout,12408,2014-08-25T04:09:33Z,2025-09-12T12:46:26Z,Java,18
MDEwOlJlcG9zaXRvcnkyMDY1MTY3Mg==,pagehelper/Mybatis-PageHelper,https://github.com/pagehelper/Mybatis-PageHelper,12339,2014-06-09T15:32:30Z,2025-09-12T11:20:56Z,Java,15
MDEwOlJlcG9zaXRvcnk3MTU2MDU=,redis/jedis,https://github.com/redis/jedis,12151,2010-06-11T13:04:43Z,2025-09-14T02:08:24Z,Java,114
MDEwOlJlcG9zaXRvcnk5NjcwNDI2NQ==,amitshekhariitbhu/android-interview-questions,https://github.com/amitshekhariitbhu/android-interview-questions,12075,2017-07-09T18:47:24Z,2025-09-14T09:31:24Z,Java,0
MDEwOlJlcG9zaXRvcnkxMDUxNDc2,plantuml/plantuml,https://github.com/plantuml/plantuml,12066,2010-11-04T15:55:50Z,2025-09-14T19:03:13Z,Java,60
MDEwOlJlcG9zaXRvcnk0OTA2ODI0Mw==,Yalantis/uCrop,https://github.com/Yalantis/uCrop,12041,2016-01-05T13:41:06Z,2025-09-12T22:55:49Z,Java,20
MDEwOlJlcG9zaXRvcnkxNjEyOTIwOTE=,Tencent/matrix,https://github.com/Tencent/matrix,11901,2018-12-11T07:08:02Z,2025-09-12T03:27:30Z,Java,16
MDEwOlJlcG9zaXRvcnk5ODk3ODg3OQ==,Tencent/VasSonic,https://github.com/Tencent/VasSonic,11871,2017-08-01T08:35:13Z,2025-09-13T19:57:04Z,Java,10
MDEwOlJlcG9zaXRvcnkxNjY1MTUwMjI=,trinodb/trino,https://github.com/trinodb/trino,11866,2019-01-19T06:38:14Z,2025-09-14T20:08:01Z,Java,0
MDEwOlJlcG9zaXRvcnkzMzcwNTQ0NDM=,Team-xManager/xManager,https://github.com/Team-xManager/xManager,11847,2021-02-08T11:31:10Z,2025-09-14T18:27:30Z,Java,51
MDEwOlJlcG9zaXRvcnkyNzcyOTkyNg==,grpc/grpc-java,https://github.com/grpc/grpc-java,11842,2014-12-08T19:00:00Z,2025-09-14T02:03:41Z,Java,180
MDEwOlJlcG9zaXRvcnk1MDIwNTIzMw==,debezium/debezium,https://github.com/debezium/debezium,11828,2016-01-22T20:17:05Z,2025-09-14T20:54:59Z,Java,0
MDEwOlJlcG9zaXRvcnkxMjkzMzI4MjY=,frank-lam/fullstack-tutorial,https://github.com/frank-lam/fullstack-tutorial,11679,2018-04-13T01:50:10Z,2025-09-13T08:27:47Z,Java,0
MDEwOlJlcG9zaXRvcnk5NjIzMDY0,code4craft/webmagic,https://github.com/code4craft/webmagic,11626,2013-04-23T12:57:36Z,2025-09-12T11:24:57Z,Java,33
R_kgDOI2WxKA,xpipe-io/xpipe,https://github.com/xpipe-io/xpipe,11611,2023-01-27T02:25:38Z,2025-09-14T18:43:55Z,Java,121
MDEwOlJlcG9zaXRvcnkzMzQyNzQyNzE=,opensearch-project/OpenSearch,https://github.com/opensearch-project/OpenSearch,11541,2021-01-29T22:10:00Z,2025-09-14T22:40:37Z,Java,59
MDEwOlJlcG9zaXRvcnk2MjIwNjQ0,OpenRefine/OpenRefine,https://github.com/OpenRefine/OpenRefine,11507,2012-10-15T02:22:48Z,2025-09-14T06:49:44Z,Java,72
MDEwOlJlcG9zaXRvcnk0MDg0OTA4,realm/realm-java,https://github.com/realm/realm-java,11483,2012-04-20T09:18:42Z,2025-09-12T07:34:48Z,Java,0
MDEwOlJlcG9zaXRvcnkzODQxNTQ5OA==,careercup/CtCI-6th-Edition,https://github.com/careercup/CtCI-6th-Edition,11459,2015-07-02T06:28:46Z,2025-09-14T14:34:09Z,Java,0
MDEwOlJlcG9zaXRvcnk4ODcwMzMxNQ==,gyf-dev/ImmersionBar,https://github.com/gyf-dev/ImmersionBar,11451,2017-04-19T05:10:09Z,2025-09-12T12:46:57Z,Java,0
MDEwOlJlcG9zaXRvcnk1MDE2MDI2MQ==,PaperMC/Paper,https://github.com/PaperMC/Paper,11404,2016-01-22T05:40:19Z,2025-09-14T14:09:07Z,Java,0
MDEwOlJlcG9zaXRvcnkyMDk5MjE0MDI=,newbee-ltd/newbee-mall,https://github.com/newbee-ltd/newbee-mall,11393,2019-09-21T03:56:04Z,2025-09-14T16:19:25Z,Java,0
MDEwOlJlcG9zaXRvcnkyMjQyMzA1NzQ=,provectus/kafka-ui,https://github.com/provectus/kafka-ui,11284,2019-11-26T15:55:55Z,2025-09-14T03:13:06Z,Java,25
MDEwOlJlcG9zaXRvcnk0NDI0MzA=,jhy/jsoup,https://github.com/jhy/jsoup,11242,2009-12-19T01:29:58Z,2025-09-12T16:15:55Z,Java,20
MDEwOlJlcG9zaXRvcnk0MDc4Njc1MQ==,permissions-dispatcher/PermissionsDispatcher,https://github.com/permissions-dispatcher/PermissionsDispatcher,11230,2015-08-15T21:41:05Z,2025-09-14T12:06:28Z,Java,40
MDEwOlJlcG9zaXRvcnkyMjA0Mzg0Nw==,mission-peace/interview,https://github.com/mission-peace/interview,11210,2014-07-20T21:27:31Z,2025-09-11T17:33:16Z,Java,0
MDEwOlJlcG9zaXRvcnkyMzUyNzQ0,apereo/cas,https://github.com/apereo/cas,11194,2011-09-09T01:36:42Z,2025-09-14T09:13:09Z,Java,303
MDEwOlJlcG9zaXRvcnk0NTgwODc1Ng==,H07000223/FlycoTabLayout,https://github.com/H07000223/FlycoTabLayout,11120,2015-11-09T01:53:19Z,2025-09-13T00:37:40Z,Java,4
MDEwOlJlcG9zaXRvcnk2NTc1Nzc2MQ==,beemdevelopment/Aegis,https://github.com/beemdevelopment/Aegis,11117,2016-08-15T19:10:31Z,2025-09-14T20:35:55Z,Java,72
MDEwOlJlcG9zaXRvcnk1NDc4MzQ2Mg==,daniulive/SmarterStreaming,https://github.com/daniulive/SmarterStreaming,11112,2016-03-26T14:46:02Z,2025-09-12T16:25:52Z,Java,0
MDEwOlJlcG9zaXRvcnk0ODQyNzkxNA==,lingochamp/FileDownloader,https://github.com/lingochamp/FileDownloader,11111,2015-12-22T11:17:16Z,2025-09-12T16:56:51Z,Java,65
MDEwOlJlcG9zaXRvcnk4Mzc5OTQzOQ==,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair,11090,2017-03-03T13:12:58Z,2025-09-14T20:38:02Z,Java,30
MDEwOlJlcG9zaXRvcnk0ODM5OTU3,jfeinstein10/SlidingMenu,https://github.com/jfeinstein10/SlidingMenu,11046,2012-06-30T05:14:23Z,2025-09-12T16:37:39Z,Java,0
MDEwOlJlcG9zaXRvcnkzMTE2NzUx,androidannotations/androidannotations,https://github.com/androidannotations/androidannotations,11038,2012-01-06T08:48:03Z,2025-09-13T20:33:26Z,Java,0
MDEwOlJlcG9zaXRvcnk0NjM5ODA5MA==,datahub-project/datahub,https://github.com/datahub-project/datahub,11021,2015-11-18T05:47:40Z,2025-09-14T22:34:30Z,Java,104
MDEwOlJlcG9zaXRvcnkxMzgzNjExNTA=,doocs/jvm,https://github.com/doocs/jvm,10970,2018-06-23T01:12:59Z,2025-09-14T07:40:27Z,Java,0
MDEwOlJlcG9zaXRvcnkyNTA1MTI2MTI=,ssssssss-team/spider-flow,https://github.com/ssssssss-team/spider-flow,10906,2020-03-27T11:07:15Z,2025-09-14T17:31:04Z,Java,2
MDEwOlJlcG9zaXRvcnkxOTA4MjcxNQ==,microg/GmsCore,https://github.com/microg/GmsCore,10899,2014-04-23T19:28:47Z,2025-09-14T21:37:21Z,Java,41
MDEwOlJlcG9zaXRvcnk3OTYxOTkx,square/javapoet,https://github.com/square/javapoet,10869,2013-02-01T16:56:30Z,2025-09-12T12:46:16Z,Java,0
R_kgDOLHD3LA,apple/pkl,https://github.com/apple/pkl,10851,2024-01-19T17:28:45Z,2025-09-14T21:03:43Z,Java,16
MDEwOlJlcG9zaXRvcnkyMzk4MjE4MA==,jwtk/jjwt,https://github.com/jwtk/jjwt,10843,2014-09-13T01:06:24Z,2025-09-14T12:43:06Z,Java,9
MDEwOlJlcG9zaXRvcnk4MzI4NTEzOA==,alibaba/vlayout,https://github.com/alibaba/vlayout,10771,2017-02-27T08:11:47Z,2025-09-12T12:46:55Z,Java,34
MDEwOlJlcG9zaXRvcnk2NTg4NQ==,aosp-mirror/platform_frameworks_base,https://github.com/aosp-mirror/platform_frameworks_base,10769,2008-10-21T18:20:37Z,2025-09-14T21:00:15Z,Java,0
MDEwOlJlcG9zaXRvcnk2MjcyMjgxNA==,asLody/VirtualApp,https://github.com/asLody/VirtualApp,10750,2016-07-06T13:25:23Z,2025-09-13T15:57:03Z,Java,0
MDEwOlJlcG9zaXRvcnk0ODE0MTI=,TooTallNate/Java-WebSocket,https://github.com/TooTallNate/Java-WebSocket,10734,2010-01-20T23:33:04Z,2025-09-12T23:41:27Z,Java,19
MDEwOlJlcG9zaXRvcnk3NDc1MTI=,clojure/clojure,https://github.com/clojure/clojure,10717,2010-06-29T20:03:33Z,2025-09-14T13:02:27Z,Java,0
MDEwOlJlcG9zaXRvcnk0MDI5NDUzNDk=,StarRocks/starrocks,https://github.com/StarRocks/starrocks,10654,2021-09-04T02:29:35Z,2025-09-14T17:53:07Z,Java,154
MDEwOlJlcG9zaXRvcnkxMzg4MjQ1,android-async-http/android-async-http,https://github.com/android-async-http/android-async-http,10632,2011-02-20T03:25:07Z,2025-09-12T12:46:13Z,Java,3
MDEwOlJlcG9zaXRvcnk0OTcxMjg0Mw==,jeasonlzy/okhttp-OkGo,https://github.com/jeasonlzy/okhttp-OkGo,10604,2016-01-15T10:35:24Z,2025-09-12T02:57:01Z,Java,14
MDEwOlJlcG9zaXRvcnkxMDIzMDM2OQ==,google/auto,https://github.com/google/auto,10520,2013-05-22T21:41:56Z,2025-09-10T16:47:23Z,Java,66
MDEwOlJlcG9zaXRvcnk1MTE5OTMyMg==,lipangit/JiaoZiVideoPlayer,https://github.com/lipangit/JiaoZiVideoPlayer,10492,2016-02-06T11:04:24Z,2025-09-12T18:16:19Z,Java,78
MDEwOlJlcG9zaXRvcnk0MzM3MDYxMA==,tbruyelle/RxPermissions,https://github.com/tbruyelle/RxPermissions,10481,2015-09-29T13:55:09Z,2025-09-12T02:13:54Z,Java,11
MDEwOlJlcG9zaXRvcnk1NzkzNzM4,Activiti/Activiti,https://github.com/Activiti/Activiti,10424,2012-09-13T11:34:43Z,2025-09-14T13:05:24Z,Java,1000
MDEwOlJlcG9zaXRvcnkyMDMxODM2NzM=,zfile-dev/zfile,https://github.com/zfile-dev/zfile,10383,2019-08-19T13:57:56Z,2025-09-14T07:50:13Z,Java,67
MDEwOlJlcG9zaXRvcnkzNjc5MzI4MA==,resilience4j/resilience4j,https://github.com/resilience4j/resilience4j,10362,2015-06-03T09:21:01Z,2025-09-14T15:33:42Z,Java,35
MDEwOlJlcG9zaXRvcnk2NTA3MzY0OA==,JessYanCoding/MVPArms,https://github.com/JessYanCoding/MVPArms,10289,2016-08-06T08:49:56Z,2025-09-13T03:25:08Z,Java,25
MDEwOlJlcG9zaXRvcnk2NjAyMzYwNQ==,awsdocs/aws-doc-sdk-examples,https://github.com/awsdocs/aws-doc-sdk-examples,10203,2016-08-18T19:06:57Z,2025-09-14T14:57:47Z,Java,0
MDEwOlJlcG9zaXRvcnkyMTU1Nzkz,JakeWharton/ViewPagerIndicator,https://github.com/JakeWharton/ViewPagerIndicator,10106,2011-08-04T17:13:44Z,2025-09-12T12:46:13Z,Java,0
MDEwOlJlcG9zaXRvcnkxNTA0MDU5Ng==,signalapp/Signal-Server,https://github.com/signalapp/Signal-Server,10068,2013-12-09T07:10:36Z,2025-09-14T22:08:29Z,Java,0
MDEwOlJlcG9zaXRvcnkxMTAwODA3Ng==,stanfordnlp/CoreNLP,https://github.com/stanfordnlp/CoreNLP,9966,2013-06-27T21:13:49Z,2025-09-11T19:26:25Z,Java,19
MDEwOlJlcG9zaXRvcnkyOTAxMjA1OA==,wasabeef/glide-transformations,https://github.com/wasabeef/glide-transformations,9927,2015-01-09T10:33:29Z,2025-09-13T08:14:29Z,Java,0
MDEwOlJlcG9zaXRvcnk0ODQ0NjY4MA==,googlesamples/easypermissions,https://github.com/googlesamples/easypermissions,9917,2015-12-22T18:05:53Z,2025-09-14T01:23:28Z,Java,12
MDEwOlJlcG9zaXRvcnkxMjU2MDAzOTU=,paascloud/paascloud-master,https://github.com/paascloud/paascloud-master,9896,2018-03-17T05:40:43Z,2025-09-13T10:22:12Z,Java,0
MDEwOlJlcG9zaXRvcnkzMTM2NTMyNQ==,uknownothingsnow/JsBridge,https://github.com/uknownothingsnow/JsBridge,9889,2015-02-26T12:10:58Z,2025-09-13T07:20:35Z,Java,0
MDEwOlJlcG9zaXRvcnkxMjIyNTA0,SonarSource/sonarqube,https://github.com/SonarSource/sonarqube,9879,2011-01-05T11:05:17Z,2025-09-13T17:22:55Z,Java,65
MDEwOlJlcG9zaXRvcnk2MTk4MDA3Mw==,hackware1993/MagicIndicator,https://github.com/hackware1993/MagicIndicator,9803,2016-06-26T08:20:43Z,2025-09-12T12:46:43Z,Java,12
MDEwOlJlcG9zaXRvcnk0NDg4MzA1Mw==,HarlonWang/AVLoadingIndicatorView,https://github.com/HarlonWang/AVLoadingIndicatorView,9771,2015-10-24T20:18:33Z,2025-09-11T19:43:02Z,Java,1
MDEwOlJlcG9zaXRvcnkxMDk4MTk5NA==,OpenFeign/feign,https://github.com/OpenFeign/feign,9735,2013-06-26T23:28:16Z,2025-09-12T10:05:43Z,Java,39
MDEwOlJlcG9zaXRvcnk1MjM0NDk1Mg==,YoKeyword/Fragmentation,https://github.com/YoKeyword/Fragmentation,9724,2016-02-23T08:54:55Z,2025-09-14T14:38:28Z,Java,30
R_kgDOKT26CA,xuchengsheng/spring-reading,https://github.com/xuchengsheng/spring-reading,9700,2023-09-15T06:42:44Z,2025-09-14T20:03:18Z,Java,0
MDEwOlJlcG9zaXRvcnk5NTIwODYyMw==,lihengming/spring-boot-api-project-seed,https://github.com/lihengming/spring-boot-api-project-seed,9685,2017-06-23T10:06:30Z,2025-09-10T18:45:09Z,Java,4
MDEwOlJlcG9zaXRvcnkxNzA1OTYw,perwendel/spark,https://github.com/perwendel/spark,9660,2011-05-05T11:52:05Z,2025-09-14T05:55:51Z,Java,0
MDEwOlJlcG9zaXRvcnkyNjM2MzQyMQ==,ksoichiro/Android-ObservableScrollView,https://github.com/ksoichiro/Android-ObservableScrollView,9650,2014-11-08T14:45:20Z,2025-09-12T12:46:28Z,Java,0
MDEwOlJlcG9zaXRvcnkzMzIxODQxNA==,react-native-camera/react-native-camera,https://github.com/react-native-camera/react-native-camera,9645,2015-04-01T00:54:40Z,2025-09-12T12:46:32Z,Java,144
MDEwOlJlcG9zaXRvcnk3OTA1NTM5,koral--/android-gif-drawable,https://github.com/koral--/android-gif-drawable,9630,2013-01-30T01:37:46Z,2025-09-11T21:19:51Z,Java,61
MDEwOlJlcG9zaXRvcnkxMjAzNTQ4Nw==,bilibili/DanmakuFlameMaster,https://github.com/bilibili/DanmakuFlameMaster,9600,2013-08-11T12:18:50Z,2025-09-13T20:28:15Z,Java,5
MDEwOlJlcG9zaXRvcnkyMTQzNjgxNg==,spinnaker/spinnaker,https://github.com/spinnaker/spinnaker,9581,2014-07-02T19:02:36Z,2025-09-14T01:14:05Z,Java,15
MDEwOlJlcG9zaXRvcnkyNjU2ODIzNA==,liaohuqiu/android-Ultra-Pull-To-Refresh,https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh,9564,2014-11-13T03:13:10Z,2025-09-11T19:42:48Z,Java,8
MDEwOlJlcG9zaXRvcnkyNzUxOTgwMA==,MyCATApache/Mycat-Server,https://github.com/MyCATApache/Mycat-Server,9553,2014-12-04T02:46:54Z,2025-09-13T21:42:40Z,Java,7
MDEwOlJlcG9zaXRvcnkxMDQxMDc2NA==,umano/AndroidSlidingUpPanel,https://github.com/umano/AndroidSlidingUpPanel,9497,2013-05-31T18:33:53Z,2025-09-13T02:56:21Z,Java,8
MDEwOlJlcG9zaXRvcnkxMzQxNjQ3Nzc=,crossoverJie/cim,https://github.com/crossoverJie/cim,9443,2018-05-20T15:55:56Z,2025-09-14T16:14:43Z,Java,9
MDEwOlJlcG9zaXRvcnkyMzQ5NzI4,pockethub/PocketHub,https://github.com/pockethub/PocketHub,9381,2011-09-08T16:52:50Z,2025-09-12T12:46:14Z,Java,1
MDEwOlJlcG9zaXRvcnkyMDY0MjQ=,apache/cassandra,https://github.com/apache/cassandra,9365,2009-05-21T02:10:09Z,2025-09-14T22:36:18Z,Java,0
MDEwOlJlcG9zaXRvcnk5MTA2NTQwMg==,Justson/AgentWeb,https://github.com/Justson/AgentWeb,9351,2017-05-12T07:45:56Z,2025-09-11T16:01:15Z,Java,21
MDEwOlJlcG9zaXRvcnkxOTc3NzgxMg==,seven332/EhViewer,https://github.com/seven332/EhViewer,9333,2014-05-14T12:03:52Z,2025-09-14T15:50:41Z,Java,97
MDEwOlJlcG9zaXRvcnk4NDYzMTY3OQ==,huanghaibin-dev/CalendarView,https://github.com/huanghaibin-dev/CalendarView,9312,2017-03-11T07:16:09Z,2025-09-13T03:49:55Z,Java,1
MDEwOlJlcG9zaXRvcnkzMTQ4OTc5,spring-projects/spring-security,https://github.com/spring-projects/spring-security,9297,2012-01-10T21:50:57Z,2025-09-14T15:26:20Z,Java,227
MDEwOlJlcG9zaXRvcnkxMjg3NjY5,json-path/JsonPath,https://github.com/json-path/JsonPath,9292,2011-01-24T13:19:19Z,2025-09-14T12:22:19Z,Java,10
MDEwOlJlcG9zaXRvcnk0OTAzMDQ1MQ==,GcsSloop/AndroidNote,https://github.com/GcsSloop/AndroidNote,9291,2016-01-04T23:51:36Z,2025-09-14T22:59:54Z,Java,0
MDEwOlJlcG9zaXRvcnkyNTA2MjMwMw==,android/testing-samples,https://github.com/android/testing-samples,9276,2014-10-11T03:51:27Z,2025-09-14T15:52:38Z,Java,0
MDEwOlJlcG9zaXRvcnk2MDcyNDQz,cats-oss/android-gpuimage,https://github.com/cats-oss/android-gpuimage,9129,2012-10-04T08:11:58Z,2025-09-13T09:24:09Z,Java,0
MDEwOlJlcG9zaXRvcnk3MTcwMDU4,flyway/flyway,https://github.com/flyway/flyway,9093,2012-12-14T18:43:22Z,2025-09-14T21:00:20Z,Java,266
MDEwOlJlcG9zaXRvcnk5NTc1MDM5MQ==,didi/VirtualAPK,https://github.com/didi/VirtualAPK,9041,2017-06-29T07:25:05Z,2025-09-11T19:43:29Z,Java,4
MDEwOlJlcG9zaXRvcnk2ODgzNTI=,apache/jmeter,https://github.com/apache/jmeter,8994,2010-05-26T23:38:07Z,2025-09-14T15:25:23Z,Java,10
