file,class,method,variable,usage
C:\Users\Pedro\Desktop\Lab\repo-miner-puc\lab-02\cloned_repos\GrowingGit_GitHub-Chinese-Top-Charts\content\scripts\test.java,Test,main/1[java.lang.String[]],args,0
